Country,Variant,date,I,D,R,V,H,ICU,Population,S,Stringency
DEU,Omicron,2022-06-19,57600.30612244898,52.36734693877551,57547.9387755102,27755.408163265307,4297.142857142857,650.0,83369840.0,83284897.28571428,14.56
DEU,Omicron,2022-06-20,59281.02040816327,54.73469387755102,59226.28571428572,28029.08163265306,4481.428571428572,660.2857142857143,83369840.0,83283161.83673468,14.56
DEU,Omicron,2022-06-21,59753.57142857143,56.18367346938776,59697.387755102034,28203.734693877548,4625.122448979592,672.0,83369840.0,83282633.10204081,14.56
DEU,Omicron,2022-06-22,60403.95918367347,58.08163265306122,60345.87755102041,28245.183673469382,4757.489795918367,684.9387755102041,83369840.0,83281924.63265307,14.56
DEU,Omicron,2022-06-23,61704.89795918368,59.73469387755102,61645.16326530613,28392.81632653061,4891.306122448979,699.1428571428571,83369840.0,83280563.95918368,14.56
DEU,Omicron,2022-06-24,65009.32653061224,62.89795918367347,64946.42857142857,28700.04081632653,5059.755102040816,714.1020408163266,83369840.0,83277196.63265307,14.56
DEU,Omicron,2022-06-25,68261.83673469388,65.9795918367347,68195.85714285714,29178.48979591837,5252.102040816326,729.6122448979593,83369840.0,83273878.14285715,14.560000000000002
DEU,Omicron,2022-06-26,71526.69387755102,69.38775510204081,71457.30612244898,29814.877551020407,5466.530612244897,745.5510204081633,83369840.0,83270543.89795919,14.560000000000002
DEU,Omicron,2022-06-27,74800.89795918368,72.73469387755102,74728.16326530612,30653.73469387755,5702.857142857143,763.2857142857143,83369840.0,83267196.95918368,14.56
DEU,Omicron,2022-06-28,77930.20408163266,75.40816326530613,77854.79591836735,31725.285714285717,5964.306122448979,782.3469387755102,83369840.0,83263992.24489796,14.56
DEU,Omicron,2022-06-29,80701.97959183673,78.40816326530613,80623.57142857143,33005.551020408166,6233.714285714285,802.2857142857143,83369840.0,83261142.06122449,14.56
DEU,Omicron,2022-06-30,83063.75510204081,81.91836734693878,82981.83673469388,34195.57142857143,6502.163265306122,822.1428571428571,83369840.0,83258698.36734693,14.56
DEU,Omicron,2022-07-01,84297.18367346938,84.26530612244899,84212.91836734695,35157.97959183673,6735.04081632653,843.5102040816327,83369840.0,83257380.6734694,14.56
DEU,Omicron,2022-07-02,85488.34693877552,86.10204081632652,85402.24489795919,35873.95918367347,6938.816326530613,866.7142857142857,83369840.0,83256103.40816328,14.56
DEU,Omicron,2022-07-03,86531.14285714286,87.16326530612245,86443.97959183673,36354.71428571428,7113.673469387756,890.8163265306122,83369840.0,83254973.4489796,14.560000000000002
DEU,Omicron,2022-07-04,87519.65306122448,88.06122448979592,87431.59183673469,36604.30612244898,7258.918367346939,913.8367346938776,83369840.0,83253896.87755103,14.560000000000002
DEU,Omicron,2022-07-05,88354.14285714286,88.87755102040816,88265.26530612246,36575.75510204082,7378.979591836735,934.7755102040816,83369840.0,83252973.51020408,14.56
DEU,Omicron,2022-07-06,88883.61224489796,88.79591836734694,88794.81632653062,36285.142857142855,7477.693877551021,954.8571428571428,83369840.0,83252355.24489796,14.56
DEU,Omicron,2022-07-07,89225.8775510204,88.87755102040816,89137.0,35856.510204081635,7558.224489795919,974.8163265306124,83369840.0,83251924.10204081,14.56
DEU,Omicron,2022-07-08,89402.53061224488,89.06122448979592,89313.46938775512,35428.755102040814,7636.612244897959,993.0408163265304,83369840.0,83251658.38775511,14.56
DEU,Omicron,2022-07-09,89439.4081632653,89.6530612244898,89349.75510204083,35022.57142857143,7712.877551020408,1008.7755102040816,83369840.0,83251531.85714285,14.56
DEU,Omicron,2022-07-10,89537.10204081633,91.28571428571428,89445.81632653062,34638.12244897959,7788.612244897959,1023.3061224489796,83369840.0,83251342.87755103,14.56
DEU,Omicron,2022-07-11,89675.61224489797,93.16326530612244,89582.44897959185,34304.18367346939,7865.734693877551,1037.387755102041,83369840.0,83251111.20408164,14.06714285714286
DEU,Omicron,2022-07-12,89945.36734693877,96.0204081632653,89849.3469387755,34114.02040816326,7956.673469387754,1052.8163265306123,83369840.0,83250745.42857143,13.574285714285717
DEU,Omicron,2022-07-13,90407.71428571428,100.57142857142856,90307.14285714286,34099.73469387755,8066.265306122448,1069.9183673469388,83369840.0,83250182.51020408,13.081428571428573
DEU,Omicron,2022-07-14,90985.34693877552,104.91836734693878,90880.42857142857,34273.163265306124,8196.42857142857,1088.5918367346935,83369840.0,83249499.95918368,12.588571428571427
DEU,Omicron,2022-07-15,91670.87755102044,110.265306122449,91560.61224489796,34592.795918367345,8347.673469387755,1108.387755102041,83369840.0,83248704.16326532,12.095714285714283
DEU,Omicron,2022-07-16,92605.34693877552,116.53061224489797,92488.8163265306,35061.10204081633,8525.224489795919,1130.265306122449,83369840.0,83247653.16326532,11.602857142857143
DEU,Omicron,2022-07-17,93579.83673469388,121.85714285714286,93457.97959183672,35679.12244897959,8727.857142857143,1153.4897959183677,83369840.0,83246556.81632653,11.11
DEU,Omicron,2022-07-18,94512.7551020408,127.10204081632654,94385.6530612245,36415.755102040814,8952.448979591836,1177.4897959183677,83369840.0,83245496.79591836,11.11
DEU,Omicron,2022-07-19,95305.32653061223,132.28571428571428,95173.04081632652,37175.0612244898,9180.65306122449,1200.734693877551,83369840.0,83244571.93877551,11.11
DEU,Omicron,2022-07-20,95909.55102040817,135.91836734693877,95773.6326530612,37881.24489795919,9408.877551020409,1221.918367346939,83369840.0,83243831.79591836,11.11
DEU,Omicron,2022-07-21,96074.02040816328,140.16326530612244,95933.85714285714,38495.65306122449,9631.285714285714,1242.3061224489795,83369840.0,83243527.1632653,11.11
DEU,Omicron,2022-07-22,95845.48979591836,144.24489795918367,95701.2448979592,38949.73469387756,9843.73469387755,1263.2040816326532,83369840.0,83243611.4489796,11.11
DEU,Omicron,2022-07-23,94961.5306122449,147.51020408163268,94814.02040816328,39202.83673469388,10032.653061224491,1284.265306122449,83369840.0,83244347.89795919,11.11
DEU,Omicron,2022-07-24,93980.81632653062,150.81632653061226,93830.0,39249.79591836735,10197.755102040815,1305.3673469387754,83369840.0,83245177.79591836,11.11
DEU,Omicron,2022-07-25,93001.61224489796,154.26530612244898,92847.34693877552,39084.97959183674,10343.04081632653,1328.265306122449,83369840.0,83246002.73469388,11.11
DEU,Omicron,2022-07-26,91665.02040816328,158.0,91507.02040816328,38765.04081632653,10479.38775510204,1354.8367346938776,83369840.0,83247181.3265306,11.11
DEU,Omicron,2022-07-27,89837.81632653062,161.3877551020408,89676.42857142857,38371.387755102034,10599.020408163266,1384.795918367347,83369840.0,83248847.14285715,11.11
DEU,Omicron,2022-07-28,87756.1224489796,163.0408163265306,87593.08163265306,37904.22448979592,10697.73469387755,1414.8367346938778,83369840.0,83250765.79591836,11.11
DEU,Omicron,2022-07-29,85369.1224489796,162.59183673469389,85206.5306122449,37411.9387755102,10760.367346938774,1443.3673469387754,83369840.0,83252990.20408164,11.11
DEU,Omicron,2022-07-30,82814.20408163265,160.9795918367347,82653.2244897959,36935.40816326531,10788.142857142857,1469.1632653061224,83369840.0,83255384.14285715,11.11
